timestamp,T_reactor_F,P_reactor_psig,F_feed_bbl_per_min,L_drum_pct,V_valve_pct,anomaly_flag,anomaly_type,anomaly_start,anomaly_end
2025-01-01 00:00:00,250.24377366380355,119.60122439996212,12.045837028785373,59.509469798498415,69.4177664493382,0,none,,
2025-01-01 00:01:00,249.20919257071606,120.23726327980597,12.141923569233125,60.34987187302572,67.23016800983048,0,none,,
2025-01-01 00:02:00,250.68272016963542,119.20740508076078,12.128563728891626,59.01804861118716,65.86111932795468,0,none,,
2025-01-01 00:03:00,250.87598934654102,120.92594727834391,12.194677807859648,60.571730025812855,68.91357149774863,0,none,,
2025-01-01 00:04:00,248.60388628770062,119.99721442006042,12.031113813744408,59.72810579866406,66.20785107572476,0,none,,
2025-01-01 00:05:00,249.16414570471753,120.27856145047652,12.084761912660586,60.26918741832009,66.80710595161945,0,none,,
2025-01-01 00:06:00,250.34933401238106,121.5209102458987,12.123802512724586,61.705649189758105,66.08612888728234,0,none,,
2025-01-01 00:07:00,250.03523700538406,121.0562103433782,12.076149475806695,61.28582142321995,68.67491172192278,0,none,,
2025-01-01 00:08:00,250.3159560542116,119.98330936898402,12.00313793147303,61.466717883633265,66.58765961625281,0,none,,
2025-01-01 00:09:00,249.68812375249553,119.83221742847546,12.020656058323738,59.453387460630374,66.91340570511593,0,none,,
2025-01-01 00:10:00,251.11523470408227,120.0137214615016,11.955681955582538,62.791157853198214,68.19820842656455,0,none,,
2025-01-01 00:11:00,251.07510231947123,120.53588427038929,12.149338097681182,60.15386972597355,67.4747416345876,0,none,,
2025-01-01 00:12:00,250.54684029550663,120.18770541005685,12.079758402911365,62.688981672775675,66.7255183610833,0,none,,
2025-01-01 00:13:00,251.4369496909547,120.03458548190636,12.002133639713898,62.317457368070514,68.14062227895168,0,none,,
2025-01-01 00:14:00,250.9502987110108,121.17293009926257,12.0100045923966,62.000509391611,69.87100346960516,0,none,,
2025-01-01 00:15:00,249.92998480507427,120.24498188800867,11.93549438404226,60.79229150856001,67.22163819620393,0,none,,
2025-01-01 00:16:00,250.95353946973077,121.71414464018271,12.271573215676234,61.77707777800117,66.99602966159513,0,none,,
2025-01-01 00:17:00,249.93254486050918,120.4097167637398,12.144211111442669,61.29366394898878,67.07509012637519,0,none,,
2025-01-01 00:18:00,251.4435148154129,121.44733877585446,12.010647215377553,61.81842892032127,68.456519686972,0,none,,
2025-01-01 00:19:00,250.74190851628424,120.61141217240689,12.268974138257699,61.640139361847424,66.17787875523092,0,none,,
2025-01-01 00:20:00,250.67504456564976,120.99566570081882,12.071224105592357,60.100914875233485,66.57509039234802,0,none,,
2025-01-01 00:21:00,250.31926607645724,120.00398741574787,11.95188917586721,63.01379733261644,65.07553769423743,0,none,,
2025-01-01 00:22:00,251.8831075860606,119.9473588477481,12.323592550205223,61.997588876806056,65.5104666597708,0,none,,
2025-01-01 00:23:00,250.8225047840174,120.75629372703919,12.097360396550425,61.698504910336574,66.31962687934147,0,none,,
2025-01-01 00:24:00,250.64450852187545,121.09445310364832,12.12407533309365,61.69259737563609,66.88298011991733,0,none,,
2025-01-01 00:25:00,250.7464944087212,120.54632108833019,12.199040682234275,62.57937987622117,69.08135997664436,0,none,,
2025-01-01 00:26:00,251.49506663105012,119.77117203336955,12.371672498958779,61.51004944403436,67.60924375100875,0,none,,
2025-01-01 00:27:00,251.4025796362383,119.747688473871,12.210675827876443,60.340207990601336,65.87838666610467,0,none,,
2025-01-01 00:28:00,251.48140214970766,119.72839151720113,12.035153200805397,62.78947372826899,66.1053681341639,0,none,,
2025-01-01 00:29:00,251.5368506172213,119.54492415507595,12.303916013122729,62.94117938065409,68.6339416548123,0,none,,
2025-01-01 00:30:00,252.94647523401667,120.69200669621839,12.156861600779795,62.34297116864887,68.34070827064926,0,none,,
2025-01-01 00:31:00,250.94897356853465,121.32215367870913,12.52003490955998,61.53588888259369,67.02632196389341,0,none,,
2025-01-01 00:32:00,250.90524442250316,120.65988328024528,12.243874027545797,62.69309952530061,66.46450972127099,0,none,,
2025-01-01 00:33:00,250.70493754934878,119.33248270057524,11.915940517837656,61.336715464178,68.34769315110051,0,none,,
2025-01-01 00:34:00,251.88964000483804,120.5950672516233,12.31191140390833,61.769692391213816,65.80724607977344,0,none,,
2025-01-01 00:35:00,252.34091815131623,120.63262906749523,12.557062882970435,62.05563339011791,67.47037244770996,0,none,,
2025-01-01 00:36:00,251.38744882411748,122.00868541273583,12.508782343125537,63.525513284355654,69.72705647544959,0,none,,
